30.087 10.117 -332.981
30.059 8.071 -328.565
30.059 8.071 -328.565
33.285 2.361 -321.636
34.659 4.495 -320.39
39.002 1.133 -317.574
38.42 0.911 -313.822
40.244 1.738 -312.546
42.05 -0.031 -309.622
43.115 -1.362 -306.446
44.707 -2.041 -303.516
46.071 -2.345 -301.52
48.154 -3.167 -298.784
49.97 -3.673 -296.17
51.718 -4.222 -293.901
52.648 -4.284 -292.115
54.88 -6.237 -288.642
56.747 -6.805 -285.518
58.909 -7.374 -282.718
60.601 -8.292 -279.392
62.21 -8.781 -276.576
63.559 -9.078 -274.582
64.788 -9.549 -272.107
66.816 -9.876 -269.176
68.992 -10.081 -265.077
70.226 -10.938 -261.847
73.194 -10.771 -258.453
75.626 -11.07 -254.929
77.081 -11.303 -251.519
