 -12.355 -184.863 401.500
 -12.355 -184.863 402.500
 -12.879 -184.863 403.500
 -12.879 -184.340 404.500
 -13.402 -184.340 405.500
 -13.402 -184.863 406.500
 -14.449 -184.340 407.500
 -13.926 -184.863 408.500
 -14.449 -184.340 409.500
 -14.973 -184.863 410.500
 -14.973 -184.863 411.500
 -14.973 -184.863 412.500
 -15.496 -184.863 413.500
 -15.496 -184.863 414.500
 -16.543 -184.863 415.500
 -16.020 -184.340 416.500
 -17.066 -184.340 417.500
 -16.543 -184.340 418.500
 -16.543 -185.387 419.500
 -16.543 -185.387 420.500
 -17.590 -184.340 421.500
 -17.066 -184.340 422.500
 -17.590 -184.863 423.500
 -17.590 -184.863 424.500
 -18.113 -185.387 425.500
 -18.637 -184.863 426.500
 -18.113 -184.340 427.500
 -18.637 -184.340 428.500
 -19.160 -184.863 429.500
 -18.637 -185.387 430.500
 -18.637 -184.863 431.500
 -19.160 -184.863 432.500
 -20.207 -184.863 433.500
 -19.684 -184.340 434.500
 -20.207 -185.387 435.500
 -20.730 -185.387 436.500
 -20.207 -184.340 437.500
 -20.207 -184.863 438.500
 -20.730 -184.863 439.500
 -21.254 -184.863 440.500
 -20.730 -184.340 441.500
 -21.777 -184.863 442.500
 -21.777 -184.863 443.500
 -21.254 -185.387 444.500
 -21.777 -184.863 445.500
 -21.777 -184.340 446.500
 -21.777 -184.863 447.500
 -21.777 -184.340 448.500
 -21.777 -184.863 449.500
 -23.348 -184.863 450.500
 -23.348 -185.387 451.500
 -22.824 -185.387 452.500
 -22.824 -184.340 453.500
 -22.301 -184.863 454.500
 -22.824 -184.863 455.500
 -23.348 -184.340 456.500
 -22.824 -184.340 457.500
 -23.348 -185.387 458.500
 -23.348 -185.387 459.500
 -23.348 -185.910 460.500
 -23.348 -185.387 461.500
 -23.348 -185.387 462.500
 -23.348 -184.340 463.500
 -23.348 -184.340 464.500
 -23.348 -185.387 465.500
 -23.871 -185.387 466.500
 -23.871 -184.863 467.500
 -23.871 -185.910 468.500
 -23.348 -185.387 469.500
 -23.348 -185.387 470.500
 -23.348 -185.387 471.500
 -23.871 -185.910 472.500
 -24.395 -185.910 473.500
 -24.395 -185.910 474.500
 -24.395 -185.910 475.500
 -24.395 -185.910 476.500
 -23.871 -186.434 477.500
 -23.871 -186.434 478.500
 -24.395 -186.434 479.500
 -23.871 -186.434 480.500
 -24.395 -186.957 481.500
 -24.395 -186.434 482.500
 -24.395 -187.480 483.500
 -24.395 -187.480 484.500
 -23.871 -187.480 485.500
 -24.395 -186.957 486.500
 -24.395 -186.957 487.500
 -23.871 -186.957 488.500
 -24.395 -188.004 489.500
 -24.395 -186.957 490.500
 -24.395 -188.527 491.500
 -24.395 -187.480 492.500
 -24.395 -187.480 493.500
 -23.871 -188.004 494.500
 -23.871 -188.004 495.500
 -23.871 -188.004 496.500
 -23.871 -188.527 497.500
 -23.871 -188.527 498.500
 -23.871 -188.004 499.500
 -23.871 -189.051 500.500
 -24.395 -188.527 501.500
 -24.395 -188.527 502.500
 -23.871 -188.004 503.500
 -23.871 -188.004 504.500
 -23.871 -188.004 505.500
 -23.871 -188.004 506.500
 -24.395 -189.051 507.500
 -23.348 -188.527 508.500
 -23.348 -188.527 509.500
 -23.348 -189.051 510.500
 -23.871 -189.051 511.500
 -22.824 -188.527 512.500
 -22.824 -188.527 513.500
 -22.824 -189.051 514.500
 -22.824 -188.527 515.500
 -22.824 -188.527 516.500
 -22.301 -188.527 517.500
 -22.301 -188.527 518.500
 -22.301 -188.527 519.500
 -21.254 -189.051 520.500
 -21.254 -188.527 521.500
 -21.254 -188.527 522.500
 -20.730 -188.527 523.500
 -20.207 -189.051 524.500
 -20.207 -189.051 525.500
 -20.207 -189.051 526.500
 -20.730 -188.527 527.500
 -20.730 -189.051 528.500
 -20.207 -188.527 529.500
 -20.207 -188.527 530.500
 -20.207 -189.051 531.500
 -19.684 -189.051 532.500
 -19.160 -189.051 533.500
 -19.684 -189.574 534.500
 -19.684 -189.574 535.500
 -18.637 -189.574 536.500
 -19.160 -189.051 537.500
 -18.637 -189.051 538.500
 -18.113 -189.574 539.500
 -18.113 -189.574 540.500
 -17.590 -189.574 541.500
 -17.590 -190.098 542.500
